	BALF1	BALF2	BALF16	BALF19	BALF25	BALF28	BALF33	BALF39	BALF42	BALF44	BALF45	BALF54	BALF56	BALF59	BALF60	BALF63	BALF65	BALF67	BALF72	BALF76	BALF77	BALF78	BALF81	BALF85	BALF88	BALF95	BALF96	BALF97	BALF105	BALF106	BALF108	BALF109	BALF112	BALF113	BALF114	BALF115	BALF116	BALF120	BALF121	BALF123	BALF126	BALF127	BALF128	BALF133	BALF136	BALF138	BALF143	BALF148	BALF150	BALF153	BALF155	BALF161	BALF162	BALF163	BALF165	BALF166	BALF169	BALF181	BALF182	BALF194	BALF198	BALF203	BALF204	BALF206	BALF208	BALF214	BALF217	BALF218	BALF221	BALF222	BALF225	BALF228	BALF231	BALF237	BALF238	BALF247	BALF248	BALF253	BALF254	BALF255	BALF256	BALF177	BALF259	BALF263	BALF265	BALF267	BALF270	BALF283
K11070: spermidine_putrescine_transport_system_permease_protein	276.584	1289.16	132.1542	0	720.518	0	1010.53	228.987	810.655	1013.42	329.748	0	0	0	93.1338	623.254	347.436	0	895.018	0	0	0	0	522.52	0	862.083	1014.2	0	0	0	205.939	963.012	0	407.763	286.647	529.355	483.316	424.085	0	0	0	0	438.926	0	136.547	380.505	0	829.996	480.028	0	0	0	0	0	0	0	0	792.931	189.73	0	695.737	1022.57	417.699	993.323	0	392.555	0	0	91.5809	366.269	0	0	610.209	1109.87	585.568	843.949	900.529	1578.19	0	975.948	0	1392.42	0	0	1085.24	778.247	0	659.828
K01890: phenylalanyl_tRNA_synthetase_beta_chain	894.406	593.315	106.502	0	805.141	367.567	774.36	582.982	1013.46	511.02	672.377	0	0	75.1773	118.774	631.297	387.7	0	909.736	0	0	0	0	712.664	0	582.952	770.651	0	0	0	196.056	917.44	0	272.972	647.424	684.928	441.174	697.955	0	0	0	0	668.524	0	0	0	424.024	755.969	244.372	0	0	0	0	0	0	0	0	884.787	0	0	663.445	941.407	0	672.966	0	511.463	227.481	0	97.9792	591.136	0	0	861.045	950.913	639.914	839.274	853.188	778.316	0	817.771	127.184	417.952	0	0	1001.02	828.913	0	498.128
K03529: chromosome_segregation_protein	1008.07	0	62.2423	0	760.667	267.9	806.369	433.703	836.152	762.871	535.986	0	0	0	0	621.657	387.809	0	750.088	0	0	0	0	604.098	0	679.418	435.703	0	575.041	0	181.538	792.117	0	207.182	553.806	0	602.951	574.269	0	0	0	0	302.872	0	198.394	0	219.574	801.11	215.825	0	0	0	0	0	0	0	0	838.765	0	0	621.533	790.327	196.034	630.139	0	556.467	0	0	140.044	485.778	0	0	646.529	980.912	388.962	856.744	833.212	867.574	0	851.093	0	477.221	0	0	794.511	602.538	0	568.263
K03621: phosphate_acyltransferase	1247.92	724.521	115.386	40.5058	881.469	0	1309.57	567.992	712.017	675.309	698.835	0	0	103.507	0	732.329	590.485	0	885.623	0	0	0	86.4464	887.727	0	835.482	773.294	0	0	0	252.901	807.041	0	254.038	389.676	0	373.314	519.397	99.3226	88.7518	0	0	497.206	0	0	0	287.088	883.157	311.029	0	0	0	0	0	0	0	0	697.114	0	0	723.758	947.128	463.834	694.612	0	525.953	203.756	0	0	244.61	0	0	794.847	858.768	479.774	919.361	794.019	1053.56	0	857.717	212.243	565.443	0	0	948.358	815.356	0	673.554
K01880: glycyl_tRNA_synthetase	653.905	815.261	88.5016	0	678.618	0	1411.83	420.478	811.477	435.678	429.396	0	0	0	0	454.546	525.915	0	918.826	0	0	0	0	572.302	0	705.563	772.66	0	366.08	0	229.386	788.229	0	306.202	0	0	441.856	734.73	0	0	0	0	346.916	0	0	0	266.887	970.104	203.241	0	0	0	0	0	115.007	0	0	742.709	0	0	934.037	864.237	247.629	708.32	0	652.93	286.514	0	108.583	712.621	0	0	482.341	773.99	537.509	717.091	878.179	751.537	255.303	676.895	0	251.233	0	0	629.982	659.661	0	679.157
K01840: phosphomannomutase	606.198	0	146.911	0	830.261	380.622	698.558	468.279	971.758	755.228	557.516	0	0	0	192.589	450.324	344.542	238.963	980.091	0	0	0	0	772.827	0	758.842	519.207	0	0	0	0	830.879	0	153.207	403.878	248.615	453.985	558.056	0	0	0	0	696.412	0	0	326.333	281.331	908.325	376.69	0	0	0	0	0	0	0	0	677.763	0	0	728.071	960.932	301.798	903.301	0	404.183	0	0	77.6359	872.732	0	0	799.688	958.901	487.311	933.271	908.826	741.417	0	994.997	161.318	0	0	0	692.996	853.796	0	510.473
K02112: F_type_H_Na_transporting_ATPase_subunit_beta	513.234	956.323	152.8501	93.7918	893.516	0	875.03	351.811	907.621	663.216	660.837	0	0	0	56.747	399.032	354.537	0	777.602	0	0	0	53.1605	726.327	0	756.643	631.943	0	916.679	0	0	846.205	0	271.863	670.429	552.504	464.693	670.598	0	0	0	0	557.697	0	0	0	313.5	817.513	546.493	0	0	0	0	0	0	0	0	1036.81	0	0	628.754	839.306	196.74	590.634	0	453.595	161.424	0	81.7973	625.924	0	0	665.092	959.104	494.214	883.551	934.225	894.544	0	986.263	0	404.236	0	0	662.97	799.782	0	499.031
K01507: inorganic_pyrophosphatase	270.419	602.88	229.5493	0	919.311	0	1230.62	470.816	938.904	836.343	1385.8	0	0	30.9567	181.897	756.69	548.61	0	909.367	458.967	0	0	0	824.651	0	788.449	951.398	0	0	86.5494	260.998	996.807	0	238.364	0	0	1433.59	831.111	0	0	0	0	476.475	0	120.805	0	82.5602	943.101	438.358	60.7891	0	163.211	103.254	0	0	0	0	1039.75	0	0	666.454	1033.88	281.599	1235.73	0	388.8167	0	0	193.261	826.175	0	0	312.118	963.444	367.4596	876.349	815.404	1211.63	0	644.573	0	0	0	150.175	1085.19	587.644	0	489.833
K11753: riboflavin_kinase_FMN_adenylyltransferase	794.765	0	131.846	0	854.249	0	932.53	123.958	858.342	747.982	881.197	0	0	0	297.837	643.479	332.744	233.325	757.945	0	0	0	39.4709	532.671	0	575.863	343.127	0	0	0	224.435	597.094	0	234.253	617.528	0	236.639	347.618	0	0	0	0	471.624	0	0	409.863	363.964	1188.12	741.323	0	0	0	0	0	0	0	0	903.957	0	0	536.914	848.56	173.049	642.155	0	276.474	260.29	0	138.489	307.758	0	0	766.187	921.854	366.24	1010.01	1024.25	803.564	204.143	1014.32	134.539	0	0	0	886.837	753.763	0	757.565
K03086: RNA_polymerase_primary_sigma_factor	437.293	0	136.101	16.1215	696.295	213.413	812.591	464.544	844.893	963.082	660.196	0	0	0	153.402	530.468	396.272	268.123	794.279	0	0	0	168.8663	619.583	0	709.999	694.82	0	433.913	0	125.496	1024.44	0	157.592	571.578	0	0	438.631	158.601	0	0	0	539.714	0	0	0	316.579	943.484	458.64	0	0	0	0	0	0	0	0	846.528	0	0	650.604	878.172	321.723	652.47	0	469.252	0	0	77.438	262.064	0	0	455.587	1014.59	527.54	894.822	750.361	787.499	0	840.658	98.738	319.055	0	0	995.254	573.912	0	503.343
K08591: acyl_phosphate_glycerol_3_phosphate_acyltransferase	805.129	0	161.107	0	952.064	301.538	875.015	215.203	907.469	991.07	781.231	0	0	149.374	51.3785	627.087	481.442	380.859	819.478	0	0	0	209.632	438.079	186.168	363.588	851.166	0	0	0	0	1076.16	0	169.485	357.306	0	0	825.446	0	0	0	0	598.262	0	0	316.31	0	697.968	371.873	0	0	0	0	0	0	0	0	774.009	0	0	900.517	830.513	0	771.58	0	564.731	241.053	0	0	358.99	0	0	856.003	1021.82	282.644	1029.68	998.979	579.271	0	709.8972	0	0	263.201	0	824.799	739.639	0	751.602
K02621: topoisomerase_IV_subunit_A	709.357	0	76.1969	0	906.666	363.368	773.611	534.807	844.834	732.199	496.829	0	0	0	154.756	292.016	272.191	139.79	825.952	0	0	0	18.436	619.598	0	743.873	651.308	0	362.921	0	152.665	707.969	201.747	261.161	588.103	0	394.247	658.616	63.0498	0	0	0	482.39	0	235.554	0	0	788.772	470.349	0	0	0	0	0	0	0	0	827.551	0	0	800.345	926.101	185.406	631.345	0	687.157	0	0	0	486.525	0	0	619.375	1024.63	472.325	838.21	838.22	985.426	0	826.835	90.0867	252.29	0	0	824.683	737.476	0	702.215
K00925: acetate_kinase	512.833	0	189.124	0	849.8	0	585.151	305.278	794.372	566.465	412.7	0	0	0	197.299	666.348	495.983	202.139	826.123	0	0	0	116.7	781.118	0	590.978	611.728	0	0	0	0	975.912	583.437	434.011	318.895	0	671.874	448.781	0	0	0	0	537.681	0	0	0	495.962	825.06	319.02	0	0	0	0	0	0	0	0	638.226	0	0	794.127	879.029	201.068	661.169	0	577.04	0	0	89.3959	617.04	0	0	441.965	1020.69	695.211	1189	965.646	1058.55	0	1028.07	0	545.049	0	0	815.235	936.589	0	908.427
K06173: tRNA_pseudouridine38_40_synthase	1238.54	0	49.8287	0	838.826	494.79	1028.29	538.707	769.108	339.75	642.682	0	93.4859	69.9731	140.222	436.033	447.956	0	770.252	0	0	0	134.0218	494.53	0	341.291	611.34	0	1131.21	0	0	1068.06	0	497.989	560.118	323.243	482.755	495.889	0	124.637	0	0	561.535	0	165.522	0	0	1066.71	252.152	0	0	0	0	0	0	0	0	863.795	0	0	817.765	813.851	196.201	564.78	0	479.416	0	0	179.449	639.274	0	0	527.451	975.088	322.965	1199.45	1036.32	928.791	350.622	976.628	0	0	0	0	822.012	665.095	0	646.384
K02313: chromosomal_replication_initiator_protein	1008.98	0	148.428	68.2408	1159.66	271.019	733.026	780.858	935.444	640.351	600.808	0	0	49.1363	161.965	727.581	187.798	0	984.388	0	0	0	90.2236	809.156	0	708.381	885.025	0	0	0	153.573	906.47	701.06	231.403	627.442	0	721.315	536.589	75.3908	0	0	0	418.467	0	0	0	273.931	954.628	264.257	0	0	0	0	0	0	0	0	726.308	0	0	694.425	978.523	703.292	565.3	0	651.309	0	0	0	445.043	0	0	510.001	922.589	516.274	999.044	918.803	950.083	0	997.804	151.887	404.908	0	0	613.214	791.597	0	571.728
K07042: probable_rRNA_maturation_factor	0	774.586	152.933	40.599	759.791	0	822.182	345.723	1141.01	760.993	445.786	173.83	0	0	55.2372	701.806	391.477	0	934.511	0	0	0	52.2641	882.808	112.133	1149.73	1211.7168	0	0	0	0	851.014	0	245.002	1420.9	447.272	692.994	612.375	0	0	0	0	374.118	0	0	0	0	997.926	206.757	94.9078	0	132.395	0	151.991	0	0	0	814.766	570.257	0	444.114	1133.93	361.979	489.202	0	544.302	0	90.3007	82.768	176.913	0	0	744.92	997.24	1106.44	700.546	1204.78	730.742	431.251	1260.6779	0	545.624	0	0	1149.81	896.761	0	595.579
K00111: glycerol_3_phosphate_dehydrogenase	652.511	0	149.188	0	780.765	200.754	873.031	515.622	791.77	659.194	885.78	0	0	0	210.242	491.99	232.274	0	926.21	0	0	0	0	730.107	0	1022.07	772.828	0	582.647	0	0	838.122	0	250.117	0	513.661	404.263	744.636	0	0	0	0	443.758	0	0	0	398.575	828.633	599.745	0	0	0	0	0	0	0	0	981.037	0	0	975.702	1110.69	295.628	799.023	0	597.99	136.82	0	155.531	351.932	0	0	611.809	960.626	735.292	844.872	1118.78	957.521	0	996.493	0	685.556	0	0	821.336	901.491	0	520.274
K03798: cell_division_protease_FtsH	1126.59	401.534	146.641	0	1063.49	0	837.04	461.347	909.35	778.405	639.981	0	0	0	29.6432	577.157	402.006	248.152	871.136	0	0	0	62.2107	699.226	0	676.828	577.662	0	591.839	0	0	972.348	0	185.54	370.891	0	347.429	787.272	49.9305	140.704	0	0	728.026	0	181.559	0	0	1054.24	527.641	0	0	0	0	0	0	0	0	876.342	0	0	764.328	1012.98	254.067	580.694	0	401.383	0	0	99.0207	592.441	0	0	584.834	1077.85	576.911	1013.33	1150.88	927.183	0	874.802	157.12	500.443	0	0	877.673	797.796	0	517.71
K01990: ABC_2_type_transport_system_ATP_binding_protein	946.768	809.033	157.122	75.0202	794.495	312.092	744.56	441.308	1081.66	576.204	790.127	0	174.687	47.9735	0	451.257	363.454	0	751.245	0	0	0	0	827.24	0	447.102	661.994	0	0	0	0	800.536	0	534.727	339.669	0	526.229	434.953	0	0	0	0	625.99	347.949	0	488.437	0	946.043	471.168	0	0	0	0	0	0	0	0	1062	0	0	741.961	884.793	219.972	246.267	0	516.672	0	0	0	543.463	0	0	456.923	795.093	403.345	902.704	845.14	724.021	0	663.139	0	0	0	146.565	678.184	726.8957	0	905.142
K00382: dihydrolipoamide_dehydrogenase	696.571	299.677	90.9052	0	780.172	0	750.43	367.309	959.023	1004.8	325.818	0	0	106.7958	144.392	751.408	403.894	0	812.659	0	0	0	0	569.422	0	676.793	378.505	0	0	0	0	705.289	152.408	379.101	232.018	0	331.99	571.63	0	0	0	0	266.302	0	0	368.598	261.909	723.242	359.568	0	0	0	0	0	0	0	0	605.583	0	0	465.871	782.893	392.179	424.564	0	420.352	252.81	0	0	441.151	0	0	325.113	923.189	263.476	842.176	874.594	663.854	0	1009.29	0	457.434	0	0	927.471	748.62	0	614.997
K00927: phosphoglycerate_kinase	0	0	120.93	47.3927	690.673	158.415	831.534	378.984	848.972	522.789	369.16	0	0	0	160.279	394.717	152.571	286.326	793.598	0	0	0	157.5402	593.672	0	511.673	788.98	0	473.699	0	156.09	568.031	0	142.978	415.36	0	376.215	726.535	25.5004	0	0	0	357.933	0	0	0	0	867.659	302.184	0	0	0	0	0	0	0	0	937.597	343.895	0	1004.16	839.865	275.118	451.97	0	546.946	0	0	87.1355	551.601	0	0	887.27	878.979	510.086	738.364	834.518	761.573	409.767	915.8905	0	0	0	0	586.332	700.821	0	783.113
K07305: peptide_methionine_R_S_oxide_reductase	641.458	398.647	173.481	77.9106	531.815	0	1171.57	355.859	955.472	1152.43	611.806	119.284	0	45.3737	0	663.261	671.443	168.559	812.08	0	0	126.556	0	1177.47	115.42	760.801	559.47	0	0	0	138.066	1304.64	0	0	398.879	306.923	713.31	427.181	0	0	0	0	476.631	0	0	588.316	174.144	1127.39	520.185	0	157.148	0	0	0	0	0	138.392	722.185	0	0	873.819	946.229	0	664.269	0	455.097	0	306.946	0	667.698	0	0	824.223	1164.71	744.742	1081.64	1426	1372.59	0	946.6646	0	0	0	0	830.784	1252.9	0	681.865
K01872: alanyl_tRNA_synthetase	487.949	646.552	77.6357	53.0985	876.441	394.866	766.646	523.859	827.357	548.156	615.546	0	0	101.945	173.133	621.26	500.399	0	828.692	0	0	0	0	789.993	0	666.909	672.122	0	516.439	0	0	758.193	0	348.395	383.05	0	636.758	501.596	0	0	0	0	390.21	0	121.625	0	250.771	823.769	268.455	0	0	0	0	0	0	0	0	812.906	0	0	710.663	882.093	376.205	610.87	0	668.984	0	0	112.647	532.633	0	0	503.119	916.76	436.836	877.502	837.558	907.989	0	935.005	0	388.175	0	0	792.84	666.461	0	598.321
K02835: peptide_chain_release_factor_1	348.26	0	93.6095	47.8264	500.889	154.947	833.944	469.288	953.677	896.655	630.426	0	155.883	82.2971	148.815	476.606	324.495	0	786.259	0	0	0	0	787.758	0	324.642	730.074	0	0	0	0	513.786	0	145.528	482.282	607.144	369.625	645.706	81.8556	144.825	0	0	349.49	0	140.485	339.498	0	806.075	261.218	0	0	0	0	0	0	0	0	658.127	0	0	482.409	803.474	293.808	304.726	0	437.447	0	0	69.1985	520.415	0	0	601.999	933.11	922.506	895.436	1026.18	602.713	0	727.193	0	0	242.14	0	812.873	677.395	0	730.023
K00981: phosphatidate_cytidylyltransferase	819.954	588.954	111.7	28.3118	1045.95	222.146	672.418	394.254	969.246	692.988	877.016	0	163.671	99.6164	0	607.733	341.714	172.322	903.564	0	0	0	0	643.173	0	773.375	777.821	0	0	0	0	1232.07	0	204.915	861.988	0	511.089	570.359	0	0	0	0	644.359	0	125.882	0	0	778.168	298.693	0	0	0	0	0	88.6255	0	0	1079.49	0	0	720.476	1100.69	704.064	999.965	0	610.431	0	0	75.5188	573.626	0	0	748.16	1028.01	595.427	957.859	950.989	1256.05	0	874.278	0	331.771	216.935	0	631.886	939.469	0	755.076
K00859: dephospho_CoA_kinase	0	404.354	63.9871	0	839.296	444.842	968.452	421.179	1178.83	1153.11	465.424	0	0	0	0	563.824	268.238	0	988.852	0	0	0	0	837.723	0	552.553	921.716	0	968.419	0	0	771.89	0	0	449.544	0	270.827	586.072	0	0	0	0	229.438	0	144.043	696.196	0	775.505	215.786	0	0	0	365.517	0	0	0	281.204	1049.69	0	0	370.445	1106.93	151.059	584.781	509.482	520.924	0	0	144.024	205.23	0	0	757.609	1052.13	503.603	1096.38	820.263	396.773	0	937.412	0	0	0	0	966.989	842.354	0	805.437
K10112: multiple_sugar_transport_system_ATP_binding_protein	0	379.605	86.9577	17.0059	829.487	375.853	805.853	584.205	856.861	920.834	421.928	0	0	0	0	549.621	289.405	0	1012.96	0	0	0	0	668.283	0	579.111	602.886	0	0	0	236.647	936.436	416.933	0	531.756	467.619	562.523	629.92	0	0	0	0	580.628	0	141.988	336.129	315.069	887.48	354.296	0	0	0	0	0	0	0	0	759.739	0	0	638.461	897.098	269.634	693.62	0	619.952	0	0	145.965	716.71	0	0	381.367	1053.9	809.296	1024.75	1057.58	852.926	0	978.11	0	0	0	0	618.421	681.441	0	616.43
K02346: DNA_polymerase_IV	722.671	449.118	119.848	0	706.047	264.69	1045.1	262.444	989.091	571.106	796.942	0	0	0	0	500.966	365.26	451.056	903.716	0	0	0	0	887.099	0	801.144	712.561	0	0	0	0	840.039	0	213.084	299.586	302.558	516.586	721.206	58.0866	0	0	0	505.111	0	0	0	294.288	841.766	552.787	0	0	0	0	0	0	0	0	686.509	0	0	909.963	1023.45	167.905	1127.21	0	512.843	0	0	0	598.398	0	0	863.638	948.454	579.907	964.563	906.832	976.318	0	912.351	448.729	0	0	0	772.854	720.454	0	509.001
K01869: leucyl_tRNA_synthetase	0	493.265	90.9186	27.7399	685.934	0	680.196	488.87	771.311	601.287	567.749	0	0	66.6204	185.412	565.224	369.183	347.606	753.604	0	0	0	0	533.138	0	611.375	551.218	0	0	0	161.076	648.19	0	181.741	676.349	0	336.24	541.17	0	0	0	0	559.58	0	183.025	404.373	0	744.888	262.947	0	0	0	0	0	0	0	125.775	655.12	0	0	523.659	810.721	327.826	549.534	0	562.612	0	0	70.0036	500.437	0	0	608.023	792.773	342.932	764.392	694.832	728.21	0	829.933	0	405.361	0	0	619.305	616.557	0	412.118
K02519: translation_initiation_factor_IF_2	845.106	789.557	173.217	0	775.238	236.901	691.554	568.613	832.355	721.109	963.278	0	0	64.7395	0	470.472	378.723	0	777.92	0	0	0	26.3831	675.751	0	568.241	423.845	0	0	0	0	745.217	394.205	295.132	478.782	497.377	293.328	524.918	111.819	0	0	0	471.133	0	0	0	0	738.766	344.873	0	0	0	0	0	0	0	0	690.796	0	0	669.52	864.124	254.927	489.511	0	743.764	0	0	99.7099	568.176	0	0	594.575	959.95	425.956	890.276	1019.2	877.249	0	1010.62	0	480.327	0	0	892.744	732.962	0	577.11
K00624: carnitine_O_acetyltransferase	793.743	517.463	90.631	0	860.059	0	869.971	586.085	769.941	538.783	510.831	0	0	0	0	557.218	531.857	140.789	771.561	0	0	0	0	797.945	0	658.545	456.991	0	664.544	0	0	861.984	0	291.784	394.859	0	226.968	533.497	0	0	0	0	521.637	0	138.187	0	193.938	848.569	602.354	0	0	0	0	0	0	0	0	822.512	0	0	667.187	885.357	331.953	780.651	0	454.941	0	0	142.317	630.468	0	0	492.514	992.467	406.565	1087.08	795.264	892.083	0	895.469	349.459	781.804	0	0	714.921	759.779	0	625.913
K00789: S_adenosylmethionine_synthetase	0	0	144.811	0	627.488	316.414	896.256	462.595	856.59	803.92	794.522	0	0	68.1037	137.8675	680.247	383.714	0	850.153	0	0	0	0	463.498	0	586.07	462.867	0	0	0	0	850.308	0	328.054	732.618	939.481	343.061	542.289	0	0	0	0	445.026	0	211.9	0	0	954.985	390.807	0	0	0	0	0	0	0	0	834.911	0	0	634.42	910.781	410.556	707.129	0	760.965	445.996	0	247.713	390.143	0	0	451.218	1052.03	898.24	926.205	1047.6	1121.07	0	994.15	0	730.496	0	0	762.931	750.3	0	636.242
K00758: thymidine_phosphorylase	763.811	0	121.168	43.3996	911.245	0	1145.07	476.177	883.546	696.406	420.377	0	0	0	0	870.602	307.429	277.437	814.792	0	0	0	0	657.518	0	587.62	570.475	0	0	0	360.491	734.84	0	190.02	547.282	0	307.681	832.541	0	0	0	0	518.879	0	160.794	0	119.656	997.26	394.819	0	0	0	0	0	0	0	0	785.996	0	0	460.206	969.1	327.493	663.168	0	490.822	0	0	199.028	950.898	0	0	923.81	984.606	565.375	937.755	1070.36	799.531	0	1093.66	0	463.072	269.092	0	761.053	673.968	0	768.481
K02335: DNA_polymerase_I	722.339	0	99.8973	30.6744	993.943	0	987.03	637.449	1032.94	661.647	678.095	0	0	40.026	41.5744	701.676	415.948	140.68	943.651	0	0	0	17.3427	611.699	0	606.906	638.79	0	0	0	0	1144.48	0	239.61	336.88	259.128	645.469	598.852	73.5996	0	0	0	736.031	0	0	0	330.922	761.973	404.414	0	165.857	0	0	0	0	0	140.486	749.323	0	0	553.48	957.694	188.807	563.671	0	901.972	189.328	0	0	487.018	0	0	448.214	936.182	406.99	820.266	808.281	800.952	0	748.025	122.325	415.035	0	0	818.516	717.701	0	475.178
K06179: 23S_rRNA_pseudouridine955_2504_2580_synthase	1101.5	367.742	128.025	0	933.923	346.357	672.583	606.954	898.091	764.354	592.561	0	0	80.6281	169.549	656.42	346.953	124.393	990	0	0	0	0	781.466	0	540.702	713.482	0	0	0	152.835	911.306	267.767	325.688	245.304	0	601.52	783.956	0	0	0	0	625.99	0	0	0	0	741.576	333.72	0	0	0	0	0	0	0	0	947.605	0	0	686.074	989.71	384.951	1039.93	0	529.746	0	0	0	761.52	0	0	609.231	960.2	452.054	821.92	969.813	662.686	0	699.491	0	207.17	0	0	724.625	815.269	0	804.262
K01409: N6_L_threonylcarbamoyladenine_synthase	404.602	0	176.77	0	795.14	0	1552.41	437.823	1074.68	556.932	664.317	0	0	69.4149	0	609.531	203.381	0	952.389	0	0	0	90.7829	756.914	0	672.035	797.355	0	542.123	0	209.056	936.3	0	501.182	452.981	0	0	459.732	132.155	139.038	0	0	201.633	0	141.113	835.141	0	804.519	281.965	0	0	0	0	0	0	0	0	705.12	0	0	703.838	998.636	253.131	602.033	0	569.958	0	0	145.125	574.412	0	0	625.007	1089.94	729.671	1028.53	989.607	1398.88	0	1045.87	438.619	0	0	0	750.6439	815.044	0	477.593
K01118: FMN_dependent_NADH_azoreductase	726.801	550.043	0	17.2231	761.324	389.005	449.109	514.674	791.529	566.435	474.837	0	0	0	132.865	303.525	247.104	0	809.449	0	0	0	0	354.172	0	559.128	508.99	0	0	0	0	980.999	0	130.484	818.328	0	334.967	675.758	0	0	0	0	300.958	0	146.957	0	120.14	727.364	174.112	0	0	0	0	0	0	0	341.802	748.276	0	0	1002.68	771.737	514.092	490.726	0	853.306	0	0	0	874.94	0	0	894.882	840.411	300.56	817.088	694.034	1011.72	306.236	880.663	0	665.043	168.863	0	675.582	766.793	0	468.196
K03427: type_I_restriction_enzyme_M_protein	486.837	0	110.999	0	791.098	0	793.892	561.432	886.782	505.12	346.986	0	0	53.1136	0	919.364	166.833	156.422	915.834	0	0	0	0	520.202	0	740.286	859.279	0	936.833	0	214.36	982.763	201.429	325.882	467.895	0	316.143	888.15	68.1829	0	0	0	491.429	0	0	0	0	586.992	374.462	0	0	0	0	0	0	0	0	670.178	0	0	763.136	830.346	385.122	722.2	0	616.095	0	0	141.091	251.287	0	0	292.966	674.196	154.165	642.163	563.435	555.127	137.837	441.703	0	523.181	0	0	744.77	621.499	0	592.604
K01338: ATP_dependent_Lon_protease	996.701	0	73.5228	0	933.953	0	963.178	591.615	843.662	808.211	398.378	0	0	0	148.444	700.85	221.001	0	784.57	0	0	0	0	564.92	0	583.476	665.637	0	817.797	0	151.447	841.619	0	293.907	510.46	0	349.298	691.101	0	0	0	0	471.875	0	138.697	302.226	0	935.155	372.049	0	0	0	0	0	0	0	0	686.945	0	0	802.247	831.489	0	577.218	0	580.907	0	0	210.265	682.473	0	0	468.944	837.895	348.385	782.162	617.279	789.165	0	752.636	139.015	827.226	0	0	735.119	674.846	0	528.261
K03495: tRNA_uridine_5_carboxymethylaminomethyl_modification_enzyme	0	579.314	83.0031	47.8979	777.395	0	1028.83	492.765	1058.69	652.247	860.61	0	0	91.932	73.198	625.79	585.13	122.48	867.362	0	0	0	0	979.366	0	884.999	651.84	0	693.747	0	0	726.611	0	400.413	483.06	0	406.91	529.497	0	0	0	0	457.862	0	154.777	213.743	0	1030.59	338.054	0	0	0	0	0	0	0	0	870.143	0	0	869.183	899.439	283.897	605.809	0	445.25	0	0	233.6329	452.081	0	0	449.881	1035.07	557.061	944.874	881.357	760.254	0	1076.22	0	535.616	0	396.195	841.268	795.615	0	829.786
K01889: phenylalanyl_tRNA_synthetase_alpha_chain	0	0	160.095	24.0377	1009.56	328.938	1389.63	513.059	965.258	886.248	535.448	0	0	0	206.628	681.035	453.783	0	909.805	0	0	0	40.624	710.17	0	355.118	529.535	0	584.879	0	0	902.515	0	176.558	0	0	533.214	537.82	0	300.002	0	0	237.548	0	111.851	257.43	0	1062.9	260.724	0	0	0	0	0	0	252.274	116.458	783.362	0	0	650.86	898.95	182.57	467.262	0	818.491	0	0	58.251	786.166	0	0	638.889	1119.84	444.727	977.801	1014.47	812.771	0	924.409	101.402	933.845	0	0	791.813	855.756	0	644.572
K12257: SecD_SecF_fusion_protein	426.616	641.241	89.211	0	685.492	0	620.93	419.322	841.627	690.035	339.401	0	0	0	0	400.849	357.54	130.912	816.329	0	0	0	0	520.87	0	643.86	526.732	0	529.65	0	244.747	899.325	0	0	368.798	0	542.377	506.739	0	0	0	0	419.41	0	0	473.23	231.849	826.014	236.123	0	0	0	0	0	0	0	0	777.399	0	0	625.41	810.4	264.57	598.089	0	485.523	0	0	0	558.925	0	0	451.256	838.182	578.353	815.696	829.94	769.092	0	810.268	144.628	436.178	0	0	815.623	704.161	0	597.702
K03216: tRNA_cytidine_uridine_2_O_methyltransferase	1259.01	0	195.7016	0	927.816	163.927	1021.98	426.642	896.444	481.105	933.786	0	0	0	0	1212.19	507.196	0	1016.36	0	0	0	51.8187	1026.7	0	786.511	889.801	986.144	1249.04	0	0	679.95	0	109.973	0	0	532.993	790.162	0	0	397.788	0	887.768	548.283	0	0	379.703	764.087	693.981	0	202.283	0	0	0	0	0	0	712.535	0	0	928.566	1037.87	0	805.343	0	824.572	0	0	185.758	370.579	0	0	360	966.171	534.802	1222.23	798.302	884.184	0	826.6224	0	0	0	0	505.057	853.086	0	713.665
K03070: preprotein_translocase_subunit_SecA	633.911	644.695	63.7167	84.4695	736.851	291.293	771.55	527.345	805.448	732.577	885.904	0	0	62.333	412.497	531.737	403.882	0	719.642	0	0	0	120.0348	526.598	0	736.63	492.998	0	0	0	0	932.425	0	271.761	483.802	599.766	315.852	546.469	67.5939	94.8622	0	0	574.755	0	107.653	257.679	152.538	953.136	243.785	0	0	0	0	0	0	0	0	749.501	0	0	525.702	805.968	0	539.663	0	613.361	0	0	0	449.919	0	0	683.334	957.284	413.273	796.454	791.969	916.552	0	932.187	214.712	0	0	0	786.997	744.045	0	464.133
K02341: DNA_polymerase_III_subunit_delta	535.421	0	226.545	0	681.826	705.602	740.087	532.685	808.519	733.856	687.513	0	0	0	123.197	721.337	668.004	0	742.653	0	0	0	0	478.55	0	773.063	661.304	0	0	0	0	1049.82	0	187.288	0	537.991	0	509.383	74.4902	0	0	0	313.951	0	0	0	301.829	852.874	504.986	0	0	0	0	0	149.26	0	0	796.685	0	0	652.521	994.005	443.77	613.955	0	314.192	0	0	0	212.796	287.353	0	847.774	843.313	285.219	1091.95	784.935	785.502	0	1060.61	0	554.939	367.752	0	676.601	873.11	0	646.046
